id_symptoms,symptoms,herbs,usage_method,relevance_score
110,Demam,Ciplukan,Rebus 10-15 daun ciplukan segar dalam 2 gelas air hingga tersisa setengahnya. Saring dan minum air rebusan ini dua kali sehari. Ciplukan membantu menurunkan suhu tubuh secara alami dan meredakan demam.,"0,9"
111,Batuk,Ciplukan,"Ambil 5-7 buah ciplukan segar, cuci bersih, dan makan langsung. Kandungan anti-inflamasi dan antimikroba dalam buah ciplukan membantu meredakan batuk secara alami.","0,7"
112,Sakit tenggorokan,Ciplukan,Rebus 10 daun ciplukan segar dalam segelas air selama 10 menit. Gunakan air rebusan ini untuk berkumur 2-3 kali sehari. Ini membantu mengurangi peradangan dan iritasi pada tenggorokan.,"0,6"
113,Nyeri sendi,Ciplukan,"Tumbuk halus beberapa daun ciplukan segar, lalu tempelkan pada area sendi yang nyeri sebagai kompres selama 20-30 menit. Lakukan ini sekali sehari untuk mengurangi pembengkakan dan nyeri.","0,8"
114,Pembengkakan,Ciplukan,Tumbuk halus akar ciplukan dan campurkan dengan sedikit air hingga berbentuk pasta. Oleskan pada area yang bengkak dan biarkan selama 30 menit sebelum dibilas. Ulangi 1-2 kali sehari hingga bengkak berkurang.,"0,85"
115,Demam,Dandang gendis,Rebus 10-15 lembar daun dandang gendis dalam 2 gelas air hingga tersisa setengahnya. Saring air rebusan dan minum hangat dua kali sehari. Ramuan ini membantu menurunkan suhu tubuh dan meredakan gejala demam.,"0,8"
116,Pembengkakan,Dandang gendis,"Tumbuk daun dandang gendis hingga halus, lalu balurkan pada area yang bengkak. Diamkan selama 20-30 menit, kemudian bersihkan dengan air hangat. Lakukan dua kali sehari untuk mengurangi pembengkakan dan mempercepat penyembuhan.","0,9"
117,Nyeri otot,Dandang gendis,Rebus 10 lembar daun dandang gendis dengan segelas air hingga mendidih. Minum air rebusan hangat sekali sehari. Efek anti-inflamasi dari dandang gendis dapat membantu meredakan peradangan dan nyeri pada otot.,"0,7"
118,Kulit gatal,Dandang gendis,"Tumbuk daun dandang gendis hingga halus, lalu tempelkan pada area kulit yang gatal. Biarkan selama 15-20 menit, kemudian bilas dengan air bersih. Sifat antimikroba dan menenangkan dari daun ini membantu mengurangi rasa gatal.","0,95"
119,Perut kembung,Dandang gendis,Ambil 7-10 lembar daun dandang gendis dan rebus dalam 2 gelas air hingga tersisa 1 gelas. Minum ramuan ini hangat setelah makan untuk membantu meredakan kembung dan melancarkan pencernaan.,"0,6"
120,Luka,Daruju,"Daruju (Acanthus ilicifolius) dapat digunakan untuk mempercepat penyembuhan luka luar. Haluskan beberapa lembar daun daruju hingga menjadi pasta, lalu oleskan pada luka yang sudah dibersihkan. Biarkan selama beberapa jam dan ulangi 2-3 kali sehari untuk membantu proses regenerasi jaringan kulit.","0,9"
121,Pembengkakan,Daruju,"Untuk mengurangi bengkak, rebus 5-7 lembar daun daruju dalam dua gelas air hingga tersisa satu gelas. Gunakan air rebusan ini untuk mencuci area yang bengkak atau sebagai kompres hangat. Sifat anti-inflamasi daruju membantu mengurangi pembengkakan dan rasa sakit.","0,8"
122,Kulit gatal,Daruju,"Rebus daun daruju dalam air hingga mendidih, lalu biarkan dingin. Gunakan air rebusan ini untuk mandi atau mencuci area yang gatal. Ulangi satu kali sehari hingga gatal mereda, karena daruju memiliki sifat antimikroba yang membantu mengurangi iritasi kulit.","0,7"
123,Nyeri otot,Daruju,"Untuk meredakan nyeri otot, panaskan daun daruju di atas api kecil hingga layu, lalu tempelkan pada area yang nyeri sebagai kompres hangat. Biarkan selama 20-30 menit untuk membantu meredakan ketegangan otot.","0,6"
124,Pembengkakan,Daruju,Tumbuk daun daruju hingga halus dan campur dengan sedikit air bersih untuk membentuk pasta. Oleskan pada area kulit yang meradang dan biarkan selama 15-20 menit sebelum dibilas. Lakukan ini dua kali sehari untuk mengurangi kemerahan dan pembengkakan pada kulit.,"0,85"
125,Pembengkakan,Daun dewa,"Daun dewa efektif meredakan memar dan bengkak karena sifat anti-inflamasi alaminya. Tumbuk beberapa lembar daun dewa segar hingga halus, lalu tempelkan pada area yang memar atau bengkak. Bungkus dengan kain bersih dan biarkan selama beberapa jam. Ulangi 2 kali sehari hingga membaik.","0,9"
126,Nyeri haid,Daun dewa,"Untuk meredakan nyeri haid, rebus 3-5 lembar daun dewa segar dalam 2 gelas air hingga tersisa satu gelas. Saring dan minum hangat sekali sehari selama masa haid. Daun dewa membantu melancarkan peredaran darah dan mengurangi rasa nyeri.","0,7"
127,Sakit kepala,Daun dewa,"Seduh 2-3 lembar daun dewa segar dengan air panas seperti membuat teh. Biarkan selama 5-10 menit, kemudian minum hangat. Konsumsi satu kali sehari untuk membantu meredakan pusing berkat efek relaksasi daun dewa.","0,6"
128,Luka,Daun dewa,"Untuk luka ringan atau luka bakar, tumbuk daun dewa segar hingga halus, lalu tempelkan pada area luka yang sudah dibersihkan. Ganti balutan setiap 6 jam. Sifat antiseptik dan anti-inflamasi daun dewa mempercepat penyembuhan.","0,85"
129,Pembengkakan,Daun dewa,Rebus 5-7 lembar daun dewa segar dalam 2 gelas air hingga tersisa setengahnya. Minum air rebusan ini hangat dua kali sehari. Sifat anti-inflamasi dan pelancar darahnya membantu mengurangi pembengkakan pada pembuluh darah.,"0,8"
130,Perut kembung,Daun jintan,Rebus beberapa lembar daun jintan dalam segelas air selama 10 menit. Minum air rebusan ini hangat untuk meredakan gas di perut dan mengurangi rasa kembung. Konsumsi dua kali sehari.,"0,9"
131,Batuk,Daun jintan,"Haluskan 5-7 lembar daun jintan dengan sedikit air, lalu peras dan ambil sarinya. Minum sari daun jintan ini sekali sehari untuk membantu meredakan batuk, berkat sifat ekspektoran yang membantu mengencerkan lendir.","0,8"
132,Mual,Daun jintan,"Seduh 5 lembar daun jintan dengan air panas seperti membuat teh. Biarkan selama 5 menit, lalu minum perlahan untuk mengurangi rasa mual. Lakukan ini satu hingga dua kali sehari sesuai kebutuhan.","0,7"
133,Nyeri otot,Daun jintan,"Tumbuk daun jintan segar hingga halus, lalu balurkan pada area otot yang terasa nyeri. Biarkan selama 30 menit, kemudian bilas dengan air hangat. Sifat anti-inflamasi daun jintan membantu mengurangi rasa sakit.","0,6"
134,Sakit kepala,Daun jintan,Remas daun jintan hingga layu dan tempelkan di area dahi atau pelipis. Biarkan selama 15-20 menit untuk memberikan efek menenangkan dan mengurangi sakit kepala. Cara ini bisa dilakukan satu hingga dua kali sehari.,"0,5"
135,Pembengkakan,Daun ungu,"Daun ungu memiliki sifat anti-inflamasi yang membantu meredakan nyeri dan pembengkakan. Untuk menggunakannya, cuci bersih beberapa lembar daun ungu, tumbuk hingga halus, lalu tempelkan pada area yang nyeri atau bengkak. Biarkan selama 30 menit, kemudian bilas dengan air hangat.","0,8"
136,Sembelit,Daun ungu,"Sebagai pencahar alami, rebus 5-7 lembar daun ungu dalam 2 gelas air hingga tersisa satu gelas. Saring dan minum air rebusan ini hangat sekali sehari untuk merangsang pergerakan usus.","0,9"
137,Kulit gatal,Daun ungu,"Untuk meredakan gatal, cuci daun ungu hingga bersih, tumbuk halus, lalu oleskan pada area yang terasa gatal. Biarkan selama 15-20 menit, kemudian bilas dengan air bersih.","0,7"
138,Luka,Daun ungu,"Daun ungu dapat digunakan untuk mempercepat penyembuhan luka. Cuci daun, lalu tumbuk hingga halus dan tempelkan pada luka setelah dibersihkan. Balut dengan kain bersih dan ganti 1-2 kali sehari.","0,6"
139,Perut kembung,Daun ungu,Rebus 3-5 lembar daun ungu dengan satu gelas air selama 10 menit. Saring air rebusan dan minum hangat untuk membantu meredakan kembung dan rasa tidak nyaman di perut.,"0,5"
140,Diare,Delima,"Untuk mengatasi diare, ambil kulit delima yang telah dikeringkan, rebus dengan dua gelas air hingga tersisa setengahnya. Saring dan minum rebusan ini dua kali sehari. Kulit delima kaya akan tanin yang membantu mengurangi frekuensi buang air besar dan meredakan peradangan usus.","0,9"
141,Sakit tenggorokan,Delima,"Buat kumur dari air rebusan kulit delima. Rebus 1 sendok makan kulit delima kering dalam segelas air selama 10 menit, lalu biarkan hangat. Gunakan untuk berkumur 2-3 kali sehari. Delima memiliki sifat anti-inflamasi dan antimikroba yang membantu meredakan nyeri tenggorokan.","0,7"
142,Perut kembung,Delima,"Minum jus delima segar untuk membantu meringankan gangguan pencernaan seperti kembung atau rasa tidak nyaman di perut. Konsumsi 1 gelas jus delima tanpa gula setelah makan, karena kandungan enzim dan seratnya membantu memperbaiki proses pencernaan.","0,5"
143,Sariawan,Delima,"Untuk luka mulut atau sariawan, rebus 1 sendok makan kulit delima kering dalam 1 gelas air hingga mendidih. Setelah dingin, gunakan air rebusan ini untuk berkumur dua kali sehari. Sifat astringen delima membantu mempercepat penyembuhan luka.","0,8"
144,Kulit kering,Delima,Gunakan minyak biji delima yang tersedia secara komersial atau buat masker alami dari campuran biji delima yang dihaluskan dengan madu. Oleskan pada kulit kering dan diamkan selama 20 menit sebelum dibilas. Delima kaya akan antioksidan dan asam lemak yang melembapkan kulit.,"0,6"
145,Kulit gatal,Ekor kucing,"Haluskan daun ekor kucing segar hingga menjadi pasta, lalu oleskan langsung pada area kulit yang terasa gatal. Biarkan selama 15-20 menit, kemudian bilas dengan air hangat. Daun ini memiliki sifat antimikroba dan anti-inflamasi yang membantu meredakan gatal.","0,9"
146,Iritasi kulit,Ekor kucing,Rebus segenggam daun ekor kucing dalam 2 gelas air hingga mendidih. Gunakan air rebusan ini untuk mencuci area kulit yang meradang. Lakukan dua kali sehari untuk mengurangi pembengkakan dan iritasi.,"0,8"
147,Sakit kepala,Ekor kucing,"Tumbuk halus daun ekor kucing hingga mengeluarkan cairan, kemudian oleskan di area pelipis atau dahi. Diamkan selama 15 menit. Sifat menenangkan dari tanaman ini membantu meredakan sakit kepala ringan.","0,5"
148,Nyeri otot,Ekor kucing,Siapkan rebusan daun ekor kucing (2-3 gelas air untuk segenggam daun) dan gunakan air hangatnya untuk merendam kain kompres. Tempelkan pada otot yang nyeri selama 20-30 menit untuk meredakan ketegangan otot.,"0,6"
149,Gangguan pencernaan,Ekor kucing,"Rebus akar tanaman ekor kucing dalam 3 gelas air hingga tersisa setengahnya. Minum air rebusan ini hangat, satu kali sehari. Ramuan ini membantu melancarkan saluran kemih dan meredakan rasa tidak nyaman saat buang air kecil.","0,85"
150,Batuk,Enau,"Ambil gula aren yang dihasilkan dari pohon enau, larutkan dalam segelas air hangat, dan tambahkan sedikit perasan jeruk nipis. Minum larutan ini dua kali sehari untuk membantu melembapkan tenggorokan dan meredakan batuk kering.","0,7"
151,Sakit tenggorokan,Enau,Rebus gula aren dengan jahe yang diiris tipis dalam dua gelas air hingga mendidih. Minum rebusan ini hangat untuk membantu melonggarkan dahak dan melegakan saluran pernapasan.,"0,6"
152,Sariawan,Enau,"Larutkan gula aren dalam air hangat, kemudian gunakan larutan tersebut untuk berkumur selama 1-2 menit. Ulangi 2-3 kali sehari untuk membantu meredakan iritasi pada sariawan, berkat sifat anti-inflamasi dan antimikroba alami.","0,4"
153,Lemas,Enau,"Konsumsi minuman dari gula aren yang dilarutkan dalam air hangat, tambahkan sedikit garam sebagai elektrolit alami. Ini akan membantu mengembalikan energi secara cepat karena gula aren mengandung karbohidrat sederhana yang mudah diserap tubuh.","0,8"
154,Gangguan pencernaan,Enau,"Rebus gula aren bersama air kelapa hingga mendidih, lalu minum hangat. Kombinasi ini membantu menenangkan perut dan meredakan rasa tidak nyaman akibat gangguan pencernaan.","0,5"
155,Sariawan,Gambir,"Hancurkan sedikit gambir hingga menjadi bubuk, campurkan dengan air hangat hingga berbentuk pasta, lalu oleskan langsung pada area sariawan. Lakukan 2-3 kali sehari untuk mempercepat penyembuhan.","0,7"
156,Gusi berdarah,Gambir,"Rebus potongan kecil gambir dengan segelas air hingga mendidih. Setelah dingin, gunakan air rebusan ini sebagai obat kumur 2 kali sehari untuk mengurangi peradangan dan menghentikan perdarahan pada gusi.","0,6"
157,Diare,Gambir,"Seduh 1-2 gram gambir bubuk dalam segelas air panas, aduk hingga larut, dan minum hangat. Sifat astringennya membantu mengurangi frekuensi buang air besar dan menenangkan saluran pencernaan.","0,8"
158,Bau mulut,Gambir,Campurkan potongan gambir dengan air hangat dan gunakan sebagai obat kumur. Lakukan setiap pagi untuk mengurangi bau mulut berkat sifat antiseptiknya yang membunuh bakteri penyebab bau.,"0,5"
159,Luka,Gambir,"Haluskan gambir menjadi bubuk, campurkan dengan sedikit air hingga berbentuk pasta, lalu oleskan pada luka. Biarkan beberapa saat hingga kering, lalu bilas dengan air bersih. Sifat antiseptiknya membantu mencegah infeksi dan mempercepat penyembuhan luka.","0,6"
160,Nyeri otot,Gandarusa,"Untuk meredakan nyeri otot, tumbuk daun gandarusa hingga halus, lalu tempelkan sebagai kompres pada area yang terasa nyeri. Diamkan selama 15-20 menit. Sifat analgesik gandarusa membantu meredakan rasa sakit dan mengurangi ketegangan otot.","0,9"
161,Pembengkakan,Gandarusa,"Daun gandarusa segar dapat dihaluskan dan dicampur dengan sedikit air, lalu dioleskan pada area memar. Biarkan selama beberapa jam sebelum dibilas. Gandarusa membantu mempercepat penyembuhan luka memar dengan sifat anti-inflamasi.","0,85"
162,Pembengkakan,Gandarusa,"Untuk mengurangi bengkak, rebus segenggam daun gandarusa dalam 2 gelas air hingga tersisa setengahnya. Gunakan air rebusan ini untuk mencuci area yang bengkak, dua kali sehari. Gandarusa efektif mengurangi peradangan dan pembengkakan.","0,8"
163,Sakit kepala,Gandarusa,"Ambil beberapa lembar daun gandarusa segar, remas hingga aromanya keluar, lalu letakkan di sekitar pelipis. Biarkan selama 10-15 menit. Sifat menenangkan dari daun ini membantu meredakan sakit kepala ringan.","0,7"
164,Nyeri haid,Gandarusa,"Rebus daun gandarusa (5-7 lembar) dalam segelas air selama 10 menit. Minum air rebusan ini selagi hangat, sekali sehari selama gejala nyeri haid muncul. Gandarusa memiliki sifat antispasmodik yang membantu meredakan kram perut akibat haid.","0,6"
165,Sembelit,Gendola,Rebus daun gendola segar dalam 2 gelas air hingga tersisa 1 gelas. Minum air rebusan ini hangat sekali sehari. Kandungan serat tinggi pada daun gendola membantu melancarkan buang air besar.,"0,9"
166,Pembengkakan,Gendola,Haluskan daun gendola segar hingga menjadi pasta. Oleskan pada area kulit yang meradang atau bengkak. Biarkan selama 20 menit sebelum dibilas. Lakukan ini 1-2 kali sehari untuk meredakan peradangan.,"0,7"
167,Demam,Gendola,Rebus segenggam daun gendola dalam 2 gelas air selama 10-15 menit. Saring dan minum hangat dua kali sehari. Sifat antipiretiknya membantu menurunkan suhu tubuh yang tinggi.,"0,6"
168,Nyeri haid,Gendola,Seduh daun gendola seperti teh dengan air panas. Minum air seduhannya sekali sehari selama periode haid. Gendola membantu meredakan kram perut dan nyeri haid.,"0,5"
169,Luka,Gendola,"Haluskan daun gendola segar hingga menjadi pasta, lalu tempelkan pada luka ringan atau lecet. Kandungan antioksidan dan antimikroba pada gendola membantu mempercepat penyembuhan luka. Ulangi 2 kali sehari sampai luka membaik.","0,8"
170,Perut kembung,Ginjean,"Ambil beberapa helai daun ginjean segar, rebus dengan segelas air selama 10 menit, lalu saring. Minum air rebusan ini hangat satu kali sehari untuk membantu mengurangi gas dan rasa kembung pada perut.","0,8"
171,Gangguan pencernaan,Ginjean,"Hancurkan beberapa daun ginjean segar, seduh dengan air panas seperti teh. Biarkan hangat, lalu minum setengah gelas setelah makan. Ini membantu meningkatkan produksi enzim pencernaan dan meredakan gangguan pada lambung.","0,7"
172,Nyeri otot,Ginjean,"Daun ginjean segar ditumbuk hingga halus, kemudian dicampur dengan sedikit minyak kelapa hangat. Balurkan pada area otot yang terasa nyeri dan diamkan selama 15-20 menit. Sifat anti-inflamasi ginjean membantu meredakan rasa nyeri.","0,6"
173,Luka,Ginjean,"Tumbuk beberapa helai daun ginjean segar hingga halus, kemudian oleskan langsung pada luka kecil. Ini membantu mencegah infeksi dan mempercepat penyembuhan, berkat sifat antimikroba alami ginjean.","0,9"
174,Nyeri haid,Ginjean,"Rebus 2-3 lembar daun ginjean dalam segelas air hingga mendidih, lalu saring. Minum air rebusan ini hangat sekali sehari saat gejala nyeri haid muncul. Ginjean membantu meredakan kram dan menenangkan otot rahim.","0,5"
175,Mual,Jahe,"Jahe efektif meredakan mual, termasuk mual akibat kehamilan atau mabuk perjalanan. Parut 1-2 cm jahe segar, rebus dalam segelas air selama 10 menit, lalu saring dan tambahkan madu. Minum hangat secara perlahan.","0,9"
176,Batuk,Jahe,"Untuk meredakan batuk, rebus 2 cm jahe yang sudah diiris tipis bersama 2 gelas air hingga mendidih. Saring dan minum air rebusan ini hangat dua kali sehari. Jahe membantu mengurangi lendir berlebih dan menenangkan tenggorokan.","0,7"
177,Perut kembung,Jahe,"Jahe membantu melancarkan pencernaan dan mengurangi gas berlebih. Iris tipis 2 cm jahe segar, seduh dengan air panas seperti teh, dan minum setelah makan. Ini membantu meredakan perut kembung dengan cepat.","0,85"
178,Nyeri otot,Jahe,"Sifat anti-inflamasi pada jahe dapat meredakan nyeri otot. Haluskan jahe, campur dengan sedikit air hangat untuk membentuk pasta, lalu oleskan pada area yang nyeri. Diamkan selama 15-20 menit sebelum dibilas.","0,8"
